year_month,month_of_release,passenger_type,direction,sex,age,estimate
2009-03,2020-09,Long-term migrant,Net,Male,65-69 years,2
2009-03,2020-09,Long-term migrant,Net,Female,70-74 years,2
2009-03,2020-09,Long-term migrant,Net,Male,70-74 years,-5
2009-03,2020-09,Long-term migrant,Net,Female,75-79 years,11
2009-03,2020-09,Long-term migrant,Net,Male,75-79 years,2
2009-03,2020-09,Long-term migrant,Net,Female,80-84 years,-5
2009-03,2020-09,Long-term migrant,Net,Male,80-84 years,5
2009-03,2020-09,Long-term migrant,Net,Female,85-89 years,-2
2009-03,2020-09,Long-term migrant,Net,Female,90+ years,1
2009-03,2020-09,Long-term migrant,Arrivals,TOTAL,0-4 years,676
2009-03,2020-09,Long-term migrant,Arrivals,TOTAL,10-14 years,432
2009-03,2020-09,Long-term migrant,Arrivals,TOTAL,15-19 years,735
2009-03,2020-09,Long-term migrant,Arrivals,TOTAL,20-24 years,1349
2009-03,2020-09,Long-term migrant,Arrivals,TOTAL,25-29 years,1445
2009-03,2020-09,Long-term migrant,Arrivals,TOTAL,30-34 years,942
2009-03,2020-09,Long-term migrant,Arrivals,TOTAL,35-39 years,704
2009-03,2020-09,Long-term migrant,Arrivals,TOTAL,40-44 years,486
2009-03,2020-09,Long-term migrant,Arrivals,TOTAL,45-49 years,352
2009-03,2020-09,Long-term migrant,Arrivals,TOTAL,5-9 years,454
2009-03,2020-09,Long-term migrant,Arrivals,TOTAL,50-54 years,282
2009-03,2020-09,Long-term migrant,Arrivals,TOTAL,55-59 years,230
2009-03,2020-09,Long-term migrant,Arrivals,TOTAL,60-64 years,190
2009-03,2020-09,Long-term migrant,Arrivals,TOTAL,65-69 years,127
2009-03,2020-09,Long-term migrant,Arrivals,TOTAL,70-74 years,61
2009-03,2020-09,Long-term migrant,Arrivals,TOTAL,75-79 years,46
2009-03,2020-09,Long-term migrant,Arrivals,TOTAL,80-84 years,19
2009-03,2020-09,Long-term migrant,Arrivals,TOTAL,85-89 years,5
2009-03,2020-09,Long-term migrant,Departures,TOTAL,0-4 years,649
2009-03,2020-09,Long-term migrant,Departures,TOTAL,10-14 years,259
2009-03,2020-09,Long-term migrant,Departures,TOTAL,15-19 years,396
2009-03,2020-09,Long-term migrant,Departures,TOTAL,20-24 years,1276
2009-03,2020-09,Long-term migrant,Departures,TOTAL,25-29 years,1481
2009-03,2020-09,Long-term migrant,Departures,TOTAL,30-34 years,851
2009-03,2020-09,Long-term migrant,Departures,TOTAL,35-39 years,616
2009-03,2020-09,Long-term migrant,Departures,TOTAL,40-44 years,457
2009-03,2020-09,Long-term migrant,Departures,TOTAL,45-49 years,404
2009-03,2020-09,Long-term migrant,Departures,TOTAL,5-9 years,375
2009-03,2020-09,Long-term migrant,Departures,TOTAL,50-54 years,315
2009-03,2020-09,Long-term migrant,Departures,TOTAL,55-59 years,313
2009-03,2020-09,Long-term migrant,Departures,TOTAL,60-64 years,183
2009-03,2020-09,Long-term migrant,Departures,TOTAL,65-69 years,117
2009-03,2020-09,Long-term migrant,Departures,TOTAL,70-74 years,64
2009-03,2020-09,Long-term migrant,Departures,TOTAL,75-79 years,33
2009-03,2020-09,Long-term migrant,Departures,TOTAL,80-84 years,19
2009-03,2020-09,Long-term migrant,Departures,TOTAL,85-89 years,7
2009-03,2020-09,Long-term migrant,Net,TOTAL,0-4 years,27
2009-03,2020-09,Long-term migrant,Net,TOTAL,10-14 years,173
2009-03,2020-09,Long-term migrant,Net,TOTAL,15-19 years,339
2009-03,2020-09,Long-term migrant,Net,TOTAL,20-24 years,73
2009-03,2020-09,Long-term migrant,Net,TOTAL,25-29 years,-36
2009-03,2020-09,Long-term migrant,Net,TOTAL,30-34 years,91
2009-03,2020-09,Long-term migrant,Net,TOTAL,35-39 years,88
2009-03,2020-09,Long-term migrant,Net,TOTAL,40-44 years,29
2009-03,2020-09,Long-term migrant,Net,TOTAL,45-49 years,-52
2009-03,2020-09,Long-term migrant,Net,TOTAL,5-9 years,79
2009-03,2020-09,Long-term migrant,Net,TOTAL,50-54 years,-33
2009-03,2020-09,Long-term migrant,Net,TOTAL,55-59 years,-83
2009-03,2020-09,Long-term migrant,Net,TOTAL,60-64 years,7
2009-03,2020-09,Long-term migrant,Net,TOTAL,65-69 years,10
2009-03,2020-09,Long-term migrant,Net,TOTAL,70-74 years,-3
2009-03,2020-09,Long-term migrant,Net,TOTAL,75-79 years,13
2009-03,2020-09,Long-term migrant,Net,TOTAL,80-84 years,0
2009-03,2020-09,Long-term migrant,Net,TOTAL,85-89 years,-2
2009-03,2020-09,Long-term migrant,Arrivals,TOTAL,90+ years,2
2009-03,2020-09,Long-term migrant,Departures,TOTAL,90+ years,1
2009-03,2020-09,Long-term migrant,Net,TOTAL,90+ years,1
2009-03,2020-09,Long-term migrant,Arrivals,Female,TOTAL,4093
2009-03,2020-09,Long-term migrant,Arrivals,Male,TOTAL,4444
2009-03,2020-09,Long-term migrant,Departures,Female,TOTAL,3815
2009-03,2020-09,Long-term migrant,Departures,Male,TOTAL,4001
2009-03,2020-09,Long-term migrant,Net,Female,TOTAL,278
2009-03,2020-09,Long-term migrant,Net,Male,TOTAL,443
2009-03,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,8537
2009-03,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,7816
2009-03,2020-09,Long-term migrant,Net,TOTAL,TOTAL,721
2009-04,2020-09,Long-term migrant,Arrivals,Female,0-4 years,264
2009-04,2020-09,Long-term migrant,Arrivals,Male,0-4 years,267
2009-04,2020-09,Long-term migrant,Arrivals,Female,10-14 years,244
2009-04,2020-09,Long-term migrant,Arrivals,Male,10-14 years,252
2009-04,2020-09,Long-term migrant,Arrivals,Female,15-19 years,326
2009-04,2020-09,Long-term migrant,Arrivals,Male,15-19 years,376
2009-04,2020-09,Long-term migrant,Arrivals,Female,20-24 years,461
2009-04,2020-09,Long-term migrant,Arrivals,Male,20-24 years,571
2009-04,2020-09,Long-term migrant,Arrivals,Female,25-29 years,593
2009-04,2020-09,Long-term migrant,Arrivals,Male,25-29 years,548
2009-04,2020-09,Long-term migrant,Arrivals,Female,30-34 years,394
2009-04,2020-09,Long-term migrant,Arrivals,Male,30-34 years,398
2009-04,2020-09,Long-term migrant,Arrivals,Female,35-39 years,337
2009-04,2020-09,Long-term migrant,Arrivals,Male,35-39 years,298
2009-04,2020-09,Long-term migrant,Arrivals,Female,40-44 years,229
2009-04,2020-09,Long-term migrant,Arrivals,Male,40-44 years,251
2009-04,2020-09,Long-term migrant,Arrivals,Female,45-49 years,134
2009-04,2020-09,Long-term migrant,Arrivals,Male,45-49 years,178
2009-04,2020-09,Long-term migrant,Arrivals,Female,5-9 years,230
2009-04,2020-09,Long-term migrant,Arrivals,Male,5-9 years,232
2009-04,2020-09,Long-term migrant,Arrivals,Female,50-54 years,126
2009-04,2020-09,Long-term migrant,Arrivals,Male,50-54 years,134
2009-04,2020-09,Long-term migrant,Arrivals,Female,55-59 years,117
2009-04,2020-09,Long-term migrant,Arrivals,Male,55-59 years,102
2009-04,2020-09,Long-term migrant,Arrivals,Female,60-64 years,80
2009-04,2020-09,Long-term migrant,Arrivals,Male,60-64 years,83
2009-04,2020-09,Long-term migrant,Arrivals,Female,65-69 years,55
2009-04,2020-09,Long-term migrant,Arrivals,Male,65-69 years,56
2009-04,2020-09,Long-term migrant,Arrivals,Female,70-74 years,30
2009-04,2020-09,Long-term migrant,Arrivals,Male,70-74 years,32
2009-04,2020-09,Long-term migrant,Arrivals,Female,75-79 years,15
2009-04,2020-09,Long-term migrant,Arrivals,Male,75-79 years,10
2009-04,2020-09,Long-term migrant,Arrivals,Female,80-84 years,8
2009-04,2020-09,Long-term migrant,Arrivals,Male,80-84 years,10
2009-04,2020-09,Long-term migrant,Arrivals,Female,85-89 years,3
2009-04,2020-09,Long-term migrant,Arrivals,Male,85-89 years,3
2009-04,2020-09,Long-term migrant,Arrivals,Female,90+ years,4
2009-04,2020-09,Long-term migrant,Arrivals,Male,90+ years,1
2009-04,2020-09,Long-term migrant,Departures,Female,0-4 years,268
2009-04,2020-09,Long-term migrant,Departures,Male,0-4 years,249
2009-04,2020-09,Long-term migrant,Departures,Female,10-14 years,147
2009-04,2020-09,Long-term migrant,Departures,Male,10-14 years,170
2009-04,2020-09,Long-term migrant,Departures,Female,15-19 years,164
2009-04,2020-09,Long-term migrant,Departures,Male,15-19 years,205
2009-04,2020-09,Long-term migrant,Departures,Female,20-24 years,598
2009-04,2020-09,Long-term migrant,Departures,Male,20-24 years,555
2009-04,2020-09,Long-term migrant,Departures,Female,25-29 years,628
2009-04,2020-09,Long-term migrant,Departures,Male,25-29 years,705
2009-04,2020-09,Long-term migrant,Departures,Female,30-34 years,352
2009-04,2020-09,Long-term migrant,Departures,Male,30-34 years,400
2009-04,2020-09,Long-term migrant,Departures,Female,35-39 years,261
2009-04,2020-09,Long-term migrant,Departures,Male,35-39 years,268
2009-04,2020-09,Long-term migrant,Departures,Female,40-44 years,193
2009-04,2020-09,Long-term migrant,Departures,Male,40-44 years,244
2009-04,2020-09,Long-term migrant,Departures,Female,45-49 years,196
2009-04,2020-09,Long-term migrant,Departures,Male,45-49 years,175
2009-04,2020-09,Long-term migrant,Departures,Female,5-9 years,172
2009-04,2020-09,Long-term migrant,Departures,Male,5-9 years,159
2009-04,2020-09,Long-term migrant,Departures,Female,50-54 years,149
2009-04,2020-09,Long-term migrant,Departures,Male,50-54 years,153
2009-04,2020-09,Long-term migrant,Departures,Female,55-59 years,135
2009-04,2020-09,Long-term migrant,Departures,Male,55-59 years,120
2009-04,2020-09,Long-term migrant,Departures,Female,60-64 years,67
2009-04,2020-09,Long-term migrant,Departures,Male,60-64 years,89
2009-04,2020-09,Long-term migrant,Departures,Female,65-69 years,46
2009-04,2020-09,Long-term migrant,Departures,Male,65-69 years,48
2009-04,2020-09,Long-term migrant,Departures,Female,70-74 years,23
2009-04,2020-09,Long-term migrant,Departures,Male,70-74 years,25
2009-04,2020-09,Long-term migrant,Departures,Female,75-79 years,19
2009-04,2020-09,Long-term migrant,Departures,Male,75-79 years,12
2009-04,2020-09,Long-term migrant,Departures,Female,80-84 years,17
2009-04,2020-09,Long-term migrant,Departures,Male,80-84 years,8
2009-04,2020-09,Long-term migrant,Departures,Female,85-89 years,6
2009-04,2020-09,Long-term migrant,Departures,Male,85-89 years,4
2009-04,2020-09,Long-term migrant,Departures,Female,90+ years,2
2009-04,2020-09,Long-term migrant,Departures,Male,90+ years,1
2009-04,2020-09,Long-term migrant,Net,Female,0-4 years,-4
2009-04,2020-09,Long-term migrant,Net,Male,0-4 years,18
2009-04,2020-09,Long-term migrant,Net,Female,10-14 years,97
2009-04,2020-09,Long-term migrant,Net,Male,10-14 years,82
2009-04,2020-09,Long-term migrant,Net,Female,15-19 years,162
2009-04,2020-09,Long-term migrant,Net,Male,15-19 years,171
2009-04,2020-09,Long-term migrant,Net,Female,20-24 years,-137
2009-04,2020-09,Long-term migrant,Net,Male,20-24 years,16
2009-04,2020-09,Long-term migrant,Net,Female,25-29 years,-35
2009-04,2020-09,Long-term migrant,Net,Male,25-29 years,-157
2009-04,2020-09,Long-term migrant,Net,Female,30-34 years,42
2009-04,2020-09,Long-term migrant,Net,Male,30-34 years,-2
2009-04,2020-09,Long-term migrant,Net,Female,35-39 years,76
2009-04,2020-09,Long-term migrant,Net,Male,35-39 years,30
2009-04,2020-09,Long-term migrant,Net,Female,40-44 years,36
2009-04,2020-09,Long-term migrant,Net,Male,40-44 years,7
2009-04,2020-09,Long-term migrant,Net,Female,45-49 years,-62
2009-04,2020-09,Long-term migrant,Net,Male,45-49 years,3
2009-04,2020-09,Long-term migrant,Net,Female,5-9 years,58
2009-04,2020-09,Long-term migrant,Net,Male,5-9 years,73
2009-04,2020-09,Long-term migrant,Net,Female,50-54 years,-23
2009-04,2020-09,Long-term migrant,Net,Male,50-54 years,-19
2009-04,2020-09,Long-term migrant,Net,Female,55-59 years,-18
2009-04,2020-09,Long-term migrant,Net,Male,55-59 years,-18
2009-04,2020-09,Long-term migrant,Net,Female,60-64 years,13
2009-04,2020-09,Long-term migrant,Net,Male,60-64 years,-6
2009-04,2020-09,Long-term migrant,Net,Female,65-69 years,9
2009-04,2020-09,Long-term migrant,Net,Male,65-69 years,8
2009-04,2020-09,Long-term migrant,Net,Female,70-74 years,7
2009-04,2020-09,Long-term migrant,Net,Male,70-74 years,7
2009-04,2020-09,Long-term migrant,Net,Female,75-79 years,-4
2009-04,2020-09,Long-term migrant,Net,Male,75-79 years,-2
2009-04,2020-09,Long-term migrant,Net,Female,80-84 years,-9
2009-04,2020-09,Long-term migrant,Net,Male,80-84 years,2
2009-04,2020-09,Long-term migrant,Net,Female,85-89 years,-3
2009-04,2020-09,Long-term migrant,Net,Male,85-89 years,-1
2009-04,2020-09,Long-term migrant,Net,Female,90+ years,2
2009-04,2020-09,Long-term migrant,Arrivals,TOTAL,0-4 years,531
2009-04,2020-09,Long-term migrant,Arrivals,TOTAL,10-14 years,496
2009-04,2020-09,Long-term migrant,Arrivals,TOTAL,15-19 years,702
2009-04,2020-09,Long-term migrant,Arrivals,TOTAL,20-24 years,1032
2009-04,2020-09,Long-term migrant,Arrivals,TOTAL,25-29 years,1141
2009-04,2020-09,Long-term migrant,Arrivals,TOTAL,30-34 years,792
2009-04,2020-09,Long-term migrant,Arrivals,TOTAL,35-39 years,635
2009-04,2020-09,Long-term migrant,Arrivals,TOTAL,40-44 years,480
2009-04,2020-09,Long-term migrant,Arrivals,TOTAL,45-49 years,312
2009-04,2020-09,Long-term migrant,Arrivals,TOTAL,5-9 years,462
2009-04,2020-09,Long-term migrant,Arrivals,TOTAL,50-54 years,260
2009-04,2020-09,Long-term migrant,Arrivals,TOTAL,55-59 years,219
2009-04,2020-09,Long-term migrant,Arrivals,TOTAL,60-64 years,163
2009-04,2020-09,Long-term migrant,Arrivals,TOTAL,65-69 years,111
2009-04,2020-09,Long-term migrant,Arrivals,TOTAL,70-74 years,62
2009-04,2020-09,Long-term migrant,Arrivals,TOTAL,75-79 years,25
2009-04,2020-09,Long-term migrant,Arrivals,TOTAL,80-84 years,18
2009-04,2020-09,Long-term migrant,Arrivals,TOTAL,85-89 years,6
2009-04,2020-09,Long-term migrant,Departures,TOTAL,0-4 years,517
2009-04,2020-09,Long-term migrant,Departures,TOTAL,10-14 years,317
2009-04,2020-09,Long-term migrant,Departures,TOTAL,15-19 years,369
2009-04,2020-09,Long-term migrant,Departures,TOTAL,20-24 years,1153
2009-04,2020-09,Long-term migrant,Departures,TOTAL,25-29 years,1333
2009-04,2020-09,Long-term migrant,Departures,TOTAL,30-34 years,752
2009-04,2020-09,Long-term migrant,Departures,TOTAL,35-39 years,529
2009-04,2020-09,Long-term migrant,Departures,TOTAL,40-44 years,437
2009-04,2020-09,Long-term migrant,Departures,TOTAL,45-49 years,371
2009-04,2020-09,Long-term migrant,Departures,TOTAL,5-9 years,331
2009-04,2020-09,Long-term migrant,Departures,TOTAL,50-54 years,302
2009-04,2020-09,Long-term migrant,Departures,TOTAL,55-59 years,255
2009-04,2020-09,Long-term migrant,Departures,TOTAL,60-64 years,156
2009-04,2020-09,Long-term migrant,Departures,TOTAL,65-69 years,94
2009-04,2020-09,Long-term migrant,Departures,TOTAL,70-74 years,48
2009-04,2020-09,Long-term migrant,Departures,TOTAL,75-79 years,31
2009-04,2020-09,Long-term migrant,Departures,TOTAL,80-84 years,25
2009-04,2020-09,Long-term migrant,Departures,TOTAL,85-89 years,10
2009-04,2020-09,Long-term migrant,Net,TOTAL,0-4 years,14
2009-04,2020-09,Long-term migrant,Net,TOTAL,10-14 years,179
2009-04,2020-09,Long-term migrant,Net,TOTAL,15-19 years,333
2009-04,2020-09,Long-term migrant,Net,TOTAL,20-24 years,-121
2009-04,2020-09,Long-term migrant,Net,TOTAL,25-29 years,-192
2009-04,2020-09,Long-term migrant,Net,TOTAL,30-34 years,40
2009-04,2020-09,Long-term migrant,Net,TOTAL,35-39 years,106
2009-04,2020-09,Long-term migrant,Net,TOTAL,40-44 years,43
2009-04,2020-09,Long-term migrant,Net,TOTAL,45-49 years,-59
2009-04,2020-09,Long-term migrant,Net,TOTAL,5-9 years,131
2009-04,2020-09,Long-term migrant,Net,TOTAL,50-54 years,-42
2009-04,2020-09,Long-term migrant,Net,TOTAL,55-59 years,-36
2009-04,2020-09,Long-term migrant,Net,TOTAL,60-64 years,7
2009-04,2020-09,Long-term migrant,Net,TOTAL,65-69 years,17
2009-04,2020-09,Long-term migrant,Net,TOTAL,70-74 years,14
2009-04,2020-09,Long-term migrant,Net,TOTAL,75-79 years,-6
2009-04,2020-09,Long-term migrant,Net,TOTAL,80-84 years,-7
2009-04,2020-09,Long-term migrant,Net,TOTAL,85-89 years,-4
2009-04,2020-09,Long-term migrant,Arrivals,TOTAL,90+ years,5
2009-04,2020-09,Long-term migrant,Departures,TOTAL,90+ years,3
2009-04,2020-09,Long-term migrant,Net,TOTAL,90+ years,2
2009-04,2020-09,Long-term migrant,Arrivals,Female,TOTAL,3650
2009-04,2020-09,Long-term migrant,Arrivals,Male,TOTAL,3802
2009-04,2020-09,Long-term migrant,Departures,Female,TOTAL,3443
2009-04,2020-09,Long-term migrant,Departures,Male,TOTAL,3590
2009-04,2020-09,Long-term migrant,Net,Female,TOTAL,207
2009-04,2020-09,Long-term migrant,Net,Male,TOTAL,212
2009-04,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,7452
2009-04,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,7033
2009-04,2020-09,Long-term migrant,Net,TOTAL,TOTAL,419
2009-05,2020-09,Long-term migrant,Arrivals,Female,0-4 years,265
2009-05,2020-09,Long-term migrant,Arrivals,Male,0-4 years,283
2009-05,2020-09,Long-term migrant,Arrivals,Female,10-14 years,185
2009-05,2020-09,Long-term migrant,Arrivals,Male,10-14 years,177
2009-05,2020-09,Long-term migrant,Arrivals,Female,15-19 years,249
2009-05,2020-09,Long-term migrant,Arrivals,Male,15-19 years,351
2009-05,2020-09,Long-term migrant,Arrivals,Female,20-24 years,556
2009-05,2020-09,Long-term migrant,Arrivals,Male,20-24 years,584
2009-05,2020-09,Long-term migrant,Arrivals,Female,25-29 years,626
2009-05,2020-09,Long-term migrant,Arrivals,Male,25-29 years,609
2009-05,2020-09,Long-term migrant,Arrivals,Female,30-34 years,445
2009-05,2020-09,Long-term migrant,Arrivals,Male,30-34 years,405
2009-05,2020-09,Long-term migrant,Arrivals,Female,35-39 years,300
2009-05,2020-09,Long-term migrant,Arrivals,Male,35-39 years,304
2009-05,2020-09,Long-term migrant,Arrivals,Female,40-44 years,179
2009-05,2020-09,Long-term migrant,Arrivals,Male,40-44 years,204
2009-05,2020-09,Long-term migrant,Arrivals,Female,45-49 years,143
2009-05,2020-09,Long-term migrant,Arrivals,Male,45-49 years,165
2009-05,2020-09,Long-term migrant,Arrivals,Female,5-9 years,198
2009-05,2020-09,Long-term migrant,Arrivals,Male,5-9 years,203
2009-05,2020-09,Long-term migrant,Arrivals,Female,50-54 years,113
2009-05,2020-09,Long-term migrant,Arrivals,Male,50-54 years,147
2009-05,2020-09,Long-term migrant,Arrivals,Female,55-59 years,99
2009-05,2020-09,Long-term migrant,Arrivals,Male,55-59 years,101
2009-05,2020-09,Long-term migrant,Arrivals,Female,60-64 years,100
2009-05,2020-09,Long-term migrant,Arrivals,Male,60-64 years,68
2009-05,2020-09,Long-term migrant,Arrivals,Female,65-69 years,37
2009-05,2020-09,Long-term migrant,Arrivals,Male,65-69 years,49
2009-05,2020-09,Long-term migrant,Arrivals,Female,70-74 years,31
2009-05,2020-09,Long-term migrant,Arrivals,Male,70-74 years,32
2009-05,2020-09,Long-term migrant,Arrivals,Female,75-79 years,18
2009-05,2020-09,Long-term migrant,Arrivals,Male,75-79 years,14
2009-05,2020-09,Long-term migrant,Arrivals,Female,80-84 years,10
2009-05,2020-09,Long-term migrant,Arrivals,Male,80-84 years,5
2009-05,2020-09,Long-term migrant,Arrivals,Female,85-89 years,1
2009-05,2020-09,Long-term migrant,Arrivals,Male,85-89 years,5
2009-05,2020-09,Long-term migrant,Arrivals,Female,90+ years,2
2009-05,2020-09,Long-term migrant,Departures,Female,0-4 years,282
2009-05,2020-09,Long-term migrant,Departures,Male,0-4 years,276
2009-05,2020-09,Long-term migrant,Departures,Female,10-14 years,115
2009-05,2020-09,Long-term migrant,Departures,Male,10-14 years,121
2009-05,2020-09,Long-term migrant,Departures,Female,15-19 years,153
2009-05,2020-09,Long-term migrant,Departures,Male,15-19 years,194
2009-05,2020-09,Long-term migrant,Departures,Female,20-24 years,574
2009-05,2020-09,Long-term migrant,Departures,Male,20-24 years,536
2009-05,2020-09,Long-term migrant,Departures,Female,25-29 years,668
2009-05,2020-09,Long-term migrant,Departures,Male,25-29 years,695
2009-05,2020-09,Long-term migrant,Departures,Female,30-34 years,379
2009-05,2020-09,Long-term migrant,Departures,Male,30-34 years,406
2009-05,2020-09,Long-term migrant,Departures,Female,35-39 years,264
2009-05,2020-09,Long-term migrant,Departures,Male,35-39 years,328
2009-05,2020-09,Long-term migrant,Departures,Female,40-44 years,197
2009-05,2020-09,Long-term migrant,Departures,Male,40-44 years,263
2009-05,2020-09,Long-term migrant,Departures,Female,45-49 years,176
2009-05,2020-09,Long-term migrant,Departures,Male,45-49 years,185
2009-05,2020-09,Long-term migrant,Departures,Female,5-9 years,144
2009-05,2020-09,Long-term migrant,Departures,Male,5-9 years,175
2009-05,2020-09,Long-term migrant,Departures,Female,50-54 years,174
2009-05,2020-09,Long-term migrant,Departures,Male,50-54 years,181
2009-05,2020-09,Long-term migrant,Departures,Female,55-59 years,107
2009-05,2020-09,Long-term migrant,Departures,Male,55-59 years,111
2009-05,2020-09,Long-term migrant,Departures,Female,60-64 years,62
2009-05,2020-09,Long-term migrant,Departures,Male,60-64 years,71
2009-05,2020-09,Long-term migrant,Departures,Female,65-69 years,57
2009-05,2020-09,Long-term migrant,Departures,Male,65-69 years,50
2009-05,2020-09,Long-term migrant,Departures,Female,70-74 years,37
2009-05,2020-09,Long-term migrant,Departures,Male,70-74 years,23
2009-05,2020-09,Long-term migrant,Departures,Female,75-79 years,20
2009-05,2020-09,Long-term migrant,Departures,Male,75-79 years,14
2009-05,2020-09,Long-term migrant,Departures,Female,80-84 years,8
2009-05,2020-09,Long-term migrant,Departures,Male,80-84 years,9
2009-05,2020-09,Long-term migrant,Departures,Female,85-89 years,8
2009-05,2020-09,Long-term migrant,Departures,Male,85-89 years,3
2009-05,2020-09,Long-term migrant,Departures,Female,90+ years,2
2009-05,2020-09,Long-term migrant,Departures,Male,90+ years,3
2009-05,2020-09,Long-term migrant,Net,Female,0-4 years,-17
2009-05,2020-09,Long-term migrant,Net,Male,0-4 years,7
2009-05,2020-09,Long-term migrant,Net,Female,10-14 years,70
2009-05,2020-09,Long-term migrant,Net,Male,10-14 years,56
2009-05,2020-09,Long-term migrant,Net,Female,15-19 years,96
2009-05,2020-09,Long-term migrant,Net,Male,15-19 years,157
2009-05,2020-09,Long-term migrant,Net,Female,20-24 years,-18
2009-05,2020-09,Long-term migrant,Net,Male,20-24 years,48
2009-05,2020-09,Long-term migrant,Net,Female,25-29 years,-42
2009-05,2020-09,Long-term migrant,Net,Male,25-29 years,-86
2009-05,2020-09,Long-term migrant,Net,Female,30-34 years,66
2009-05,2020-09,Long-term migrant,Net,Male,30-34 years,-1
2009-05,2020-09,Long-term migrant,Net,Female,35-39 years,36
2009-05,2020-09,Long-term migrant,Net,Male,35-39 years,-24
2009-05,2020-09,Long-term migrant,Net,Female,40-44 years,-18
2009-05,2020-09,Long-term migrant,Net,Male,40-44 years,-59
2009-05,2020-09,Long-term migrant,Net,Female,45-49 years,-33
2009-05,2020-09,Long-term migrant,Net,Male,45-49 years,-20
2009-05,2020-09,Long-term migrant,Net,Female,5-9 years,54
2009-05,2020-09,Long-term migrant,Net,Male,5-9 years,28
2009-05,2020-09,Long-term migrant,Net,Female,50-54 years,-61
2009-05,2020-09,Long-term migrant,Net,Male,50-54 years,-34
2009-05,2020-09,Long-term migrant,Net,Female,55-59 years,-8
2009-05,2020-09,Long-term migrant,Net,Male,55-59 years,-10
2009-05,2020-09,Long-term migrant,Net,Female,60-64 years,38
2009-05,2020-09,Long-term migrant,Net,Male,60-64 years,-3
2009-05,2020-09,Long-term migrant,Net,Female,65-69 years,-20
2009-05,2020-09,Long-term migrant,Net,Male,65-69 years,-1
2009-05,2020-09,Long-term migrant,Net,Female,70-74 years,-6
2009-05,2020-09,Long-term migrant,Net,Male,70-74 years,9
2009-05,2020-09,Long-term migrant,Net,Female,75-79 years,-2
2009-05,2020-09,Long-term migrant,Net,Female,80-84 years,2
2009-05,2020-09,Long-term migrant,Net,Male,80-84 years,-4
2009-05,2020-09,Long-term migrant,Net,Female,85-89 years,-7
2009-05,2020-09,Long-term migrant,Net,Male,85-89 years,2
2009-05,2020-09,Long-term migrant,Net,Male,90+ years,-3
2009-05,2020-09,Long-term migrant,Arrivals,TOTAL,0-4 years,548
2009-05,2020-09,Long-term migrant,Arrivals,TOTAL,10-14 years,362
2009-05,2020-09,Long-term migrant,Arrivals,TOTAL,15-19 years,600
2009-05,2020-09,Long-term migrant,Arrivals,TOTAL,20-24 years,1140
2009-05,2020-09,Long-term migrant,Arrivals,TOTAL,25-29 years,1235
2009-05,2020-09,Long-term migrant,Arrivals,TOTAL,30-34 years,850
2009-05,2020-09,Long-term migrant,Arrivals,TOTAL,35-39 years,604
2009-05,2020-09,Long-term migrant,Arrivals,TOTAL,40-44 years,383
2009-05,2020-09,Long-term migrant,Arrivals,TOTAL,45-49 years,308
2009-05,2020-09,Long-term migrant,Arrivals,TOTAL,5-9 years,401
2009-05,2020-09,Long-term migrant,Arrivals,TOTAL,50-54 years,260
2009-05,2020-09,Long-term migrant,Arrivals,TOTAL,55-59 years,200
2009-05,2020-09,Long-term migrant,Arrivals,TOTAL,60-64 years,168
2009-05,2020-09,Long-term migrant,Arrivals,TOTAL,65-69 years,86
2009-05,2020-09,Long-term migrant,Arrivals,TOTAL,70-74 years,63
2009-05,2020-09,Long-term migrant,Arrivals,TOTAL,75-79 years,32
2009-05,2020-09,Long-term migrant,Arrivals,TOTAL,80-84 years,15
2009-05,2020-09,Long-term migrant,Arrivals,TOTAL,85-89 years,6
2009-05,2020-09,Long-term migrant,Departures,TOTAL,0-4 years,558
2009-05,2020-09,Long-term migrant,Departures,TOTAL,10-14 years,236
2009-05,2020-09,Long-term migrant,Departures,TOTAL,15-19 years,347
2009-05,2020-09,Long-term migrant,Departures,TOTAL,20-24 years,1110
2009-05,2020-09,Long-term migrant,Departures,TOTAL,25-29 years,1363
2009-05,2020-09,Long-term migrant,Departures,TOTAL,30-34 years,785
2009-05,2020-09,Long-term migrant,Departures,TOTAL,35-39 years,592
2009-05,2020-09,Long-term migrant,Departures,TOTAL,40-44 years,460
2009-05,2020-09,Long-term migrant,Departures,TOTAL,45-49 years,361
2009-05,2020-09,Long-term migrant,Departures,TOTAL,5-9 years,319
2009-05,2020-09,Long-term migrant,Departures,TOTAL,50-54 years,355
2009-05,2020-09,Long-term migrant,Departures,TOTAL,55-59 years,218
2009-05,2020-09,Long-term migrant,Departures,TOTAL,60-64 years,133
2009-05,2020-09,Long-term migrant,Departures,TOTAL,65-69 years,107
2009-05,2020-09,Long-term migrant,Departures,TOTAL,70-74 years,60
2009-05,2020-09,Long-term migrant,Departures,TOTAL,75-79 years,34
2009-05,2020-09,Long-term migrant,Departures,TOTAL,80-84 years,17
2009-05,2020-09,Long-term migrant,Departures,TOTAL,85-89 years,11
2009-05,2020-09,Long-term migrant,Net,TOTAL,0-4 years,-10
